Timestamp,TransactionType,Amount
2023-10-14 17:00:00,Wallet,2626.16
2023-10-17 13:00:00,UPI,2299.88
2023-09-18 01:00:00,Card,446.93
2023-12-01 01:00:00,UPI,794.23
2023-10-17 05:00:00,UPI,2366.84
2023-10-19 18:00:00,UPI,3174.23
2023-02-25 11:00:00,Wallet,2102.76
2023-06-27 13:00:00,UPI,1526.96
2023-11-15 16:00:00,Card,528.66
2023-08-02 03:00:00,UPI,1373.13
2023-07-13 05:00:00,UPI,2104.78
2023-07-22 06:00:00,UPI,18380.83
2023-05-13 09:00:00,Card,1228.44
2023-11-19 02:00:00,UPI,1959.11
2023-04-01 20:00:00,UPI,3158.73
2023-07-23 20:00:00,UPI,2547.78
2023-10-21 11:00:00,UPI,2228.7
2023-01-06 17:00:00,Wallet,2150.79
2023-09-21 15:00:00,Wallet,2440.94
2023-05-25 16:00:00,UPI,1911.89
2023-08-16 01:00:00,Card,1671.13
2023-04-29 00:00:00,Wallet,2590.56
2023-05-30 03:00:00,UPI,1819.68
2023-09-06 19:00:00,NetBanking,1049.12
2023-06-23 12:00:00,Wallet,3154.64
2023-11-27 21:00:00,UPI,504.06
2023-08-21 01:00:00,UPI,3214.66
2023-06-29 04:00:00,Wallet,2405.16
2023-09-19 05:00:00,Card,1224.68
2023-06-09 02:00:00,UPI,2019.4
2023-03-21 10:00:00,UPI,1656.91
2023-09-18 14:00:00,UPI,2646.18
2023-02-01 16:00:00,Card,2630.35
2023-11-23 06:00:00,Card,2369.09
2023-11-03 06:00:00,Wallet,2597.11
2023-09-17 22:00:00,UPI,1908.13
2023-09-11 18:00:00,Card,3409.34
2023-09-09 07:00:00,Card,2978.89
2023-11-17 07:00:00,UPI,1618.4
2023-12-20 00:00:00,UPI,2648.69
2023-03-20 15:00:00,Wallet,2578.87
2023-05-17 02:00:00,NetBanking,1792.19
2023-01-28 18:00:00,Card,1729.39
2023-06-24 12:00:00,Card,2971.61
2023-01-28 23:00:00,UPI,1988.24
2023-10-10 09:00:00,Card,2208.14
2023-11-12 10:00:00,Card,3120.88
2023-11-28 12:00:00,Card,4026.67
2023-08-02 12:00:00,Wallet,1578.7
2023-08-21 17:00:00,Card,1823.28
2023-07-19 01:00:00,UPI,2059.2
2023-06-12 12:00:00,NetBanking,2077.39
2023-10-06 05:00:00,UPI,2301.08
2023-10-18 21:00:00,UPI,1607.86
2023-09-23 16:00:00,UPI,987.05
2023-01-22 19:00:00,UPI,3403.06
2023-04-10 17:00:00,NetBanking,2489.67
2023-04-19 01:00:00,Card,1665.17
2023-10-29 16:00:00,NetBanking,2349.69
2023-10-17 01:00:00,Card,3466.36
2023-09-15 22:00:00,UPI,1369.58
2023-08-07 08:00:00,NetBanking,2168.91
2023-09-28 13:00:00,UPI,888.11
2023-04-30 22:00:00,UPI,1905.33
2023-06-22 15:00:00,Card,2493.28
2023-06-01 20:00:00,UPI,1108.22
2023-07-04 16:00:00,UPI,1850.24
2023-02-23 04:00:00,Card,2639.94
2023-08-31 03:00:00,Card,2471.36
2023-01-13 14:00:00,UPI,1073.89
2023-01-27 14:00:00,Wallet,2299.02
2023-01-03 07:00:00,Card,2446.98
2023-12-30 05:00:00,NetBanking,29166.82
2023-12-06 14:00:00,UPI,2871.47
2023-03-30 13:00:00,Card,1528.44
2023-01-16 04:00:00,NetBanking,2329.99
2023-10-11 17:00:00,Card,1067.84
2023-07-12 13:00:00,Card,719.5
2023-08-02 14:00:00,UPI,2624.86
2023-08-02 10:00:00,UPI,2016.45
2023-03-10 14:00:00,Card,1629.27
2023-02-08 06:00:00,UPI,1147.88
2023-04-27 13:00:00,NetBanking,2661.68
2023-09-29 02:00:00,UPI,793.59
2023-09-02 14:00:00,Wallet,2794.3
2023-03-05 19:00:00,Wallet,2360.8
2023-12-07 12:00:00,UPI,833.77
2023-05-20 09:00:00,UPI,2100.77
2023-11-16 17:00:00,NetBanking,4122.98
2023-10-17 13:00:00,Wallet,2951.53
2023-10-14 18:00:00,UPI,1337.58
2023-03-21 10:00:00,UPI,2573.36
2023-05-09 14:00:00,Card,867.27
2023-12-06 16:00:00,Card,902.95
2023-08-28 14:00:00,UPI,1946.16
2023-02-14 06:00:00,Card,2441.32
2023-03-24 08:00:00,UPI,2649.06
2023-02-24 00:00:00,UPI,2660.15
2023-09-17 13:00:00,UPI,2395.8
2023-11-15 09:00:00,UPI,708.81
2023-01-06 05:00:00,UPI,1951.25
2023-07-13 00:00:00,Card,2774.95
2023-09-20 00:00:00,UPI,2354.63
2023-05-30 20:00:00,UPI,2145.68
2023-09-15 00:00:00,UPI,2263.38
2023-11-12 01:00:00,Wallet,2250.02
2023-12-11 02:00:00,UPI,428.08
2023-01-10 16:00:00,UPI,2923.91
2023-09-23 11:00:00,Card,1911.57
2023-06-25 06:00:00,Wallet,2566.07
2023-11-27 23:00:00,UPI,155.48
2023-10-15 03:00:00,Card,3328.79
2023-10-08 18:00:00,Card,1074.87
2023-04-14 00:00:00,Card,4033.07
2023-04-25 03:00:00,UPI,3695.39
2023-08-14 01:00:00,Card,940.07
2023-03-15 09:00:00,UPI,2653.63
2023-02-06 12:00:00,Card,1186.23
2023-06-08 20:00:00,Card,1488.48
2023-03-02 20:00:00,UPI,1506.53
2023-03-14 05:00:00,NetBanking,2358.34
2023-03-08 21:00:00,UPI,2259.71
2023-08-23 06:00:00,NetBanking,1038.73
2023-10-09 23:00:00,Card,2351.96
2023-10-19 02:00:00,UPI,1836.71
2023-05-27 13:00:00,UPI,543.56
2023-06-05 15:00:00,Wallet,1652.77
2023-12-18 10:00:00,UPI,3328.34
2023-04-18 22:00:00,UPI,1679.77
2023-02-14 07:00:00,UPI,531.57
2023-06-30 04:00:00,Card,2651.57
2023-08-11 14:00:00,Card,1257.99
2023-01-01 05:00:00,UPI,2171.54
2023-11-09 01:00:00,UPI,1862.41
2023-12-27 19:00:00,UPI,3409.34
2023-12-08 11:00:00,UPI,1862.97
2023-09-06 14:00:00,UPI,1084.33
2023-01-05 21:00:00,Card,22715.71
2023-04-17 07:00:00,UPI,1016.98
2023-08-20 16:00:00,UPI,1832.59
2023-06-28 17:00:00,UPI,3415.83
2023-02-05 06:00:00,Wallet,2998.77
2023-09-21 04:00:00,Wallet,3632.95
2023-09-27 13:00:00,NetBanking,2383.4
2023-01-10 08:00:00,UPI,2114.48
2023-06-25 08:00:00,UPI,1201.37
2023-09-19 19:00:00,UPI,2215.73
2023-03-27 08:00:00,UPI,1895.71
2023-09-17 17:00:00,Card,2622.9
2023-03-18 04:00:00,NetBanking,1102.2
2023-03-21 21:00:00,NetBanking,2042.15
2023-06-26 10:00:00,NetBanking,741.2
2023-10-19 04:00:00,UPI,31734.89
2023-03-26 10:00:00,Card,2540.6
2023-06-06 00:00:00,UPI,702.79
2023-01-01 09:00:00,UPI,928.2
2023-01-11 20:00:00,Card,963.22
2023-09-09 14:00:00,UPI,1857.9
2023-04-03 11:00:00,UPI,882.01
2023-10-21 09:00:00,UPI,3102.79
2023-03-27 20:00:00,Card,2348.92
2023-08-09 07:00:00,NetBanking,2479.23
2023-03-09 11:00:00,UPI,728.76
2023-12-21 16:00:00,NetBanking,3034.54
2023-02-25 22:00:00,UPI,2519.69
2023-04-29 00:00:00,UPI,1454.12
2023-04-28 16:00:00,Card,766.59
2023-03-25 02:00:00,Card,1939.1
2023-05-26 10:00:00,Wallet,1626.85
2023-11-29 16:00:00,UPI,1660.06
2023-03-08 20:00:00,Card,1435.65
2023-01-10 19:00:00,Card,2577.15
2023-03-21 12:00:00,Wallet,80.46
2023-12-23 23:00:00,UPI,3143.94
2023-05-28 02:00:00,NetBanking,2798.49
2023-08-08 00:00:00,Card,2168.55
2023-04-20 19:00:00,UPI,1884.73
2023-12-07 02:00:00,Card,2866.44
2023-04-17 16:00:00,UPI,1966.19
2023-08-14 15:00:00,Card,1777.26
2023-05-22 07:00:00,NetBanking,2910.97
2023-09-05 23:00:00,Card,3674.72
2023-08-16 20:00:00,Card,1223.19
2023-11-30 15:00:00,Card,2339.84
2023-09-25 05:00:00,UPI,1130.89
2023-10-17 05:00:00,UPI,2401.31
2023-07-20 20:00:00,Card,1377.45
2023-05-01 18:00:00,UPI,2969.24
2023-11-11 10:00:00,UPI,1919.9
2023-01-04 05:00:00,Card,2037.18
2023-11-12 17:00:00,UPI,3304.89
2023-06-26 03:00:00,UPI,1413.6
2023-01-26 00:00:00,Card,2547.87
2023-02-14 09:00:00,UPI,1493.24
2023-03-31 00:00:00,Wallet,2957.04
2023-10-17 07:00:00,NetBanking,3429.4
2023-11-22 04:00:00,Card,1789.67
2023-10-01 13:00:00,UPI,244.73
2023-09-07 08:00:00,NetBanking,1449.49
2023-08-03 06:00:00,NetBanking,3946.11
2023-07-14 14:00:00,NetBanking,1526.31
2023-04-02 06:00:00,UPI,3416.82
2023-04-24 00:00:00,Card,1514.97
2023-04-02 08:00:00,NetBanking,1495.2
2023-02-22 00:00:00,Card,2623.35
2023-06-18 01:00:00,Card,2527.47
2023-03-25 05:00:00,Card,2681.74
2023-06-03 15:00:00,Card,2003.93
2023-06-17 10:00:00,UPI,2827.49
2023-03-24 02:00:00,Card,2769.2
2023-12-16 13:00:00,UPI,2919.22
2023-08-29 05:00:00,UPI,1501.15
2023-02-20 02:00:00,UPI,2826.9
2023-12-05 23:00:00,Card,1582.93
2023-08-20 23:00:00,UPI,1874.32
2023-11-16 11:00:00,Card,1857.9
2023-08-28 06:00:00,NetBanking,1201.52
2023-08-30 04:00:00,UPI,8549.71
2023-08-14 08:00:00,UPI,2978.98
2023-12-28 05:00:00,UPI,1438.2
2023-02-08 10:00:00,NetBanking,1784.21
2023-01-18 11:00:00,Card,1415.43
2023-04-02 20:00:00,Card,1794.68
2023-02-16 16:00:00,UPI,1595.28
2023-02-09 14:00:00,Card,3023.27
2023-04-08 08:00:00,NetBanking,1527.6
2023-08-12 21:00:00,NetBanking,3371.64
2023-04-04 11:00:00,Card,2911.42
2023-04-21 05:00:00,UPI,1620.44
2023-07-12 04:00:00,UPI,2255.85
2023-03-19 17:00:00,UPI,2415.48
2023-09-09 04:00:00,UPI,2673.29
2023-11-02 06:00:00,UPI,2752.37
2023-09-23 11:00:00,UPI,2149.31
2023-09-22 23:00:00,UPI,1236.46
2023-11-24 15:00:00,Wallet,2512.71
2023-05-15 12:00:00,Card,1810.79
2023-06-04 23:00:00,NetBanking,231.36
2023-04-09 19:00:00,Card,2312.22
2023-05-01 11:00:00,UPI,1412.71
2023-06-06 12:00:00,Card,1633.29
2023-06-26 01:00:00,UPI,2004.82
2023-01-04 22:00:00,Card,757.08
2023-04-22 10:00:00,UPI,2111.23
2023-10-15 10:00:00,Wallet,1746.63
2023-02-03 01:00:00,UPI,1298.22
2023-03-30 04:00:00,UPI,2036.99
2023-08-29 19:00:00,Wallet,647.84
2023-09-14 22:00:00,UPI,2060.5
2023-02-03 22:00:00,Card,2376.48
2023-01-15 09:00:00,Card,2244.2
2023-12-23 10:00:00,NetBanking,2631.11
2023-04-12 19:00:00,Wallet,2932.28
2023-11-21 07:00:00,Wallet,1934.92
2023-02-11 00:00:00,UPI,2876.36
2023-11-21 14:00:00,NetBanking,1931.93
2023-02-04 11:00:00,Card,1440.43
2023-05-28 03:00:00,Card,1685.8
2023-10-25 19:00:00,UPI,2213.58
2023-07-05 11:00:00,Card,2868.14
2023-06-11 12:00:00,Wallet,2001.17
2023-09-06 07:00:00,Wallet,1461.07
2023-01-06 06:00:00,UPI,3155.41
2023-05-13 09:00:00,UPI,852.15
2023-09-09 00:00:00,UPI,1466.24
2023-08-01 21:00:00,NetBanking,2714.23
2023-06-22 18:00:00,Card,3413.17
2023-10-27 20:00:00,Card,2384.55
2023-05-21 08:00:00,UPI,2199.91
2023-06-08 05:00:00,UPI,1767.31
2023-03-16 16:00:00,Card,2438.46
2023-08-27 20:00:00,Wallet,2103.49
2023-05-25 20:00:00,Card,1396.37
2023-05-23 09:00:00,UPI,1752.8
2023-03-10 13:00:00,Card,1306.04
2023-05-07 06:00:00,UPI,2010.89
2023-04-30 16:00:00,Wallet,2129.47
2023-05-09 00:00:00,UPI,3307.51
2023-03-19 06:00:00,Card,1522.08
2023-06-17 13:00:00,UPI,1855.38
2023-07-14 06:00:00,Card,3007.35
2023-09-29 10:00:00,Card,3444.07
2023-07-29 15:00:00,Card,2379.77
2023-04-23 20:00:00,UPI,1797.15
2023-10-24 08:00:00,UPI,1621.59
2023-12-16 17:00:00,UPI,525.55
2023-05-27 03:00:00,Card,1257.79
2023-09-27 00:00:00,UPI,2081.25
2023-06-25 12:00:00,Card,1855.21
2023-11-29 02:00:00,NetBanking,2498.73
2023-01-23 08:00:00,NetBanking,1843.84
2023-03-09 17:00:00,UPI,1419.15
2023-11-29 05:00:00,Card,2273.08
2023-12-24 09:00:00,UPI,4004.21
2023-12-03 06:00:00,Card,1746.12
2023-12-28 02:00:00,NetBanking,2111.11
2023-12-25 17:00:00,UPI,2677.54
2023-09-28 10:00:00,UPI,1542.71
2023-05-31 00:00:00,NetBanking,3018.21
2023-10-10 15:00:00,NetBanking,736.77
2023-07-27 03:00:00,UPI,1673.82
2023-02-20 05:00:00,Card,1751.02
2023-03-24 22:00:00,UPI,2120.93
2023-08-09 19:00:00,UPI,422.81
2023-05-29 20:00:00,Wallet,43087.73
2023-09-06 23:00:00,NetBanking,2331.37
2023-09-21 08:00:00,NetBanking,2898.27
2023-07-02 12:00:00,UPI,3290.43
2023-07-18 05:00:00,NetBanking,1407.55
2023-04-24 01:00:00,UPI,4.52
2023-08-21 20:00:00,UPI,2917.09
2023-02-10 06:00:00,Card,1770.89
2023-07-26 00:00:00,UPI,1093.47
2023-05-24 00:00:00,NetBanking,2461.04
2023-01-29 16:00:00,Card,3970.85
2023-06-26 19:00:00,UPI,1912.87
2023-06-04 05:00:00,UPI,2760.89
2023-12-22 13:00:00,UPI,1210.0
2023-08-04 22:00:00,UPI,650.59
2023-10-07 08:00:00,Card,2731.15
2023-07-04 06:00:00,NetBanking,2436.86
2023-03-15 07:00:00,UPI,1627.44
2023-04-14 10:00:00,UPI,3364.98
2023-12-02 18:00:00,Card,588.41
2023-02-09 15:00:00,NetBanking,1015.98
2023-03-28 15:00:00,UPI,1565.71
2023-04-24 05:00:00,UPI,1714.88
2023-07-08 12:00:00,Card,3172.28
2023-12-20 05:00:00,UPI,2039.36
2023-11-01 15:00:00,UPI,1845.64
2023-10-27 10:00:00,Card,983.99
2023-03-28 01:00:00,Card,2869.31
2023-02-02 00:00:00,Card,1090.69
2023-08-17 18:00:00,Card,980.31
2023-10-04 21:00:00,Card,1679.79
2023-07-31 19:00:00,UPI,2130.56
2023-08-07 00:00:00,UPI,1423.89
2023-08-30 13:00:00,UPI,2565.61
2023-07-25 06:00:00,UPI,1773.62
2023-09-08 16:00:00,Card,2842.22
2023-05-19 23:00:00,NetBanking,2404.09
2023-12-01 22:00:00,Wallet,3433.18
2023-07-23 01:00:00,Card,1646.22
2023-03-03 17:00:00,UPI,2675.18
2023-09-20 17:00:00,UPI,570.55
2023-05-24 19:00:00,NetBanking,4313.33
2023-01-03 06:00:00,Card,2635.16
2023-11-15 11:00:00,Card,1762.95
2023-05-25 06:00:00,NetBanking,25061.18
2023-02-04 16:00:00,Card,1802.38
2023-09-06 02:00:00,NetBanking,3472.03
2023-12-21 23:00:00,UPI,2718.84
2023-10-28 21:00:00,Card,1645.35
2023-05-18 22:00:00,NetBanking,1008.95
2023-05-18 12:00:00,UPI,2956.88
2023-10-08 02:00:00,Card,2670.84
2023-10-28 18:00:00,UPI,2565.1
2023-11-21 00:00:00,Wallet,1933.0
2023-06-03 03:00:00,UPI,1760.31
2023-05-08 06:00:00,Card,3348.18
2023-11-29 02:00:00,UPI,3422.62
2023-03-31 07:00:00,Card,2512.1
2023-08-05 23:00:00,UPI,2775.87
2023-04-16 18:00:00,UPI,2188.88
2023-07-09 11:00:00,Card,904.01
2023-08-23 03:00:00,Wallet,1216.21
2023-12-15 04:00:00,UPI,2916.95
2023-10-03 12:00:00,UPI,3018.96
2023-07-28 13:00:00,NetBanking,2843.3
2023-02-04 06:00:00,Card,2276.84
2023-02-09 07:00:00,Wallet,2873.04
2023-09-14 06:00:00,UPI,1953.49
2023-07-04 09:00:00,Card,2497.11
2023-04-02 14:00:00,UPI,1836.25
2023-06-26 18:00:00,UPI,1154.57
2023-06-03 23:00:00,Card,2691.66
2023-05-24 20:00:00,Card,3020.1
2023-02-24 12:00:00,NetBanking,3979.17
2023-06-24 01:00:00,UPI,2211.22
2023-12-29 17:00:00,UPI,1161.75
2023-10-13 12:00:00,UPI,1737.25
2023-09-09 11:00:00,Wallet,1891.29
2023-05-30 18:00:00,UPI,2118.8
2023-07-21 17:00:00,UPI,2376.7
2023-02-28 17:00:00,UPI,2290.38
2023-07-10 06:00:00,Card,2621.67
2023-07-07 03:00:00,UPI,2157.94
2023-03-06 19:00:00,Wallet,219.76
2023-02-03 12:00:00,UPI,2181.71
2023-02-23 07:00:00,NetBanking,2069.38
2023-10-23 03:00:00,UPI,2440.21
2023-09-07 10:00:00,Card,1710.81
2023-08-23 03:00:00,Wallet,2178.82
2023-02-27 19:00:00,UPI,2444.99
2023-04-22 15:00:00,Wallet,1871.97
2023-03-29 18:00:00,Card,2540.7
2023-12-07 13:00:00,Wallet,2056.1
2023-06-25 23:00:00,Card,2125.33
2023-07-21 07:00:00,UPI,338.17
2023-04-26 08:00:00,UPI,1084.89
2023-05-13 18:00:00,UPI,1087.07
2023-04-18 05:00:00,UPI,2173.07
2023-04-19 07:00:00,UPI,3017.33
2023-06-18 01:00:00,UPI,1905.27
2023-12-18 04:00:00,UPI,2678.64
2023-02-24 08:00:00,NetBanking,2518.6
2023-11-04 00:00:00,UPI,2111.91
2023-09-02 21:00:00,UPI,2459.18
2023-02-24 05:00:00,Card,2196.75
2023-04-16 21:00:00,UPI,1886.18
2023-03-27 11:00:00,UPI,2312.86
2023-10-11 17:00:00,UPI,3157.31
2023-12-26 17:00:00,Wallet,2378.2
2023-01-04 02:00:00,NetBanking,2174.38
2023-10-18 21:00:00,UPI,1298.04
2023-08-17 03:00:00,Card,3132.7
2023-12-10 00:00:00,Card,874.36
2023-10-27 08:00:00,Card,635.15
2023-08-30 12:00:00,Card,2297.17
2023-10-25 13:00:00,Card,1295.39
2023-03-09 14:00:00,UPI,2871.28
2023-12-02 01:00:00,UPI,653.04
2023-01-15 05:00:00,Card,2769.45
2023-03-28 10:00:00,NetBanking,2656.79
2023-11-30 00:00:00,Card,2094.41
2023-01-27 21:00:00,NetBanking,320.34
2023-06-27 15:00:00,Wallet,621.36
2023-09-13 16:00:00,UPI,2191.95
2023-12-27 06:00:00,Card,1813.77
2023-05-04 17:00:00,Card,2581.86
2023-05-07 04:00:00,Wallet,1945.43
2023-11-15 11:00:00,Wallet,1875.86
2023-04-22 17:00:00,Card,58.95
2023-06-01 05:00:00,UPI,2657.95
2023-06-26 01:00:00,NetBanking,1480.68
2023-05-08 19:00:00,UPI,1681.44
2023-09-05 13:00:00,NetBanking,1144.18
2023-02-27 18:00:00,Wallet,767.67
2023-04-30 10:00:00,UPI,3177.71
2023-07-19 12:00:00,Card,2636.39
2023-08-17 18:00:00,UPI,2649.6
2023-06-21 20:00:00,UPI,1826.79
2023-12-14 12:00:00,UPI,609.66
2023-06-10 10:00:00,NetBanking,3681.64
2023-08-14 15:00:00,Wallet,2337.83
2023-11-16 23:00:00,Wallet,2109.43
2023-10-12 03:00:00,UPI,1712.69
2023-12-16 02:00:00,NetBanking,364.35
2023-02-25 13:00:00,Card,2913.25
2023-06-22 22:00:00,UPI,1153.84
2023-10-09 22:00:00,UPI,2437.26
2023-04-23 23:00:00,UPI,2616.67
2023-07-22 05:00:00,Wallet,2267.33
2023-09-16 20:00:00,Card,2375.98
2023-11-08 15:00:00,Card,43013.69
2023-08-14 08:00:00,UPI,1366.07
2023-11-18 11:00:00,Card,2131.6
2023-03-15 10:00:00,UPI,1819.92
2023-10-23 21:00:00,UPI,528.35
2023-11-16 18:00:00,Card,2229.07
2023-09-13 02:00:00,UPI,3001.0
2023-01-21 01:00:00,NetBanking,3101.07
2023-01-07 09:00:00,UPI,3485.98
2023-11-14 09:00:00,Card,581.02
2023-03-05 12:00:00,UPI,3302.9
2023-03-30 08:00:00,Card,2147.87
2023-04-08 15:00:00,UPI,3280.45
2023-08-03 00:00:00,UPI,1684.17
2023-08-29 00:00:00,Wallet,1575.36
2023-02-21 16:00:00,UPI,1027.78
2023-01-03 12:00:00,NetBanking,2620.78
2023-03-10 07:00:00,Wallet,2411.58
2023-09-15 17:00:00,UPI,1106.39
2023-11-29 02:00:00,UPI,268.69
2023-02-22 04:00:00,Card,2332.2
2023-06-25 03:00:00,Wallet,2423.34
2023-12-15 11:00:00,Wallet,1210.44
2023-05-28 21:00:00,Card,1049.74
2023-06-24 21:00:00,NetBanking,2524.69
2023-10-20 01:00:00,UPI,3485.11
2023-10-05 19:00:00,Wallet,1604.01
2023-04-07 18:00:00,Wallet,1296.29
2023-06-20 10:00:00,UPI,2239.09
2023-10-18 00:00:00,UPI,2508.2
2023-05-06 04:00:00,UPI,1708.57
2023-08-03 00:00:00,UPI,3620.07
2023-01-14 17:00:00,NetBanking,2721.35
2023-06-01 16:00:00,UPI,1694.98
2023-11-29 14:00:00,UPI,726.01
2023-06-21 03:00:00,UPI,3055.54
2023-02-25 21:00:00,Wallet,2953.54
2023-12-17 07:00:00,Card,1757.8
2023-01-15 02:00:00,UPI,2280.46
2023-09-03 15:00:00,UPI,1879.62
2023-04-23 20:00:00,Wallet,2416.48
2023-03-14 22:00:00,NetBanking,1180.04
2023-08-22 12:00:00,UPI,1065.98
2023-04-11 21:00:00,UPI,2648.69
2023-10-24 15:00:00,UPI,2750.09
2023-08-10 15:00:00,UPI,1607.37
2023-10-03 09:00:00,Card,1400.7
2023-08-13 11:00:00,Wallet,2918.05
2023-06-16 09:00:00,Card,1427.79
2023-12-28 16:00:00,NetBanking,2044.33
2023-12-02 04:00:00,UPI,1942.87
2023-12-10 06:00:00,Card,826.48
2023-07-23 01:00:00,Card,2153.69
2023-07-20 06:00:00,UPI,2075.53
2023-12-25 00:00:00,UPI,2288.15
2023-09-04 09:00:00,Card,2126.58
2023-10-24 20:00:00,UPI,3708.55
2023-05-12 13:00:00,UPI,2929.34
2023-01-17 06:00:00,Card,2031.05
2023-07-04 14:00:00,Wallet,2104.19
2023-11-17 06:00:00,Card,3410.9
2023-06-26 08:00:00,NetBanking,2690.47
2023-11-30 15:00:00,UPI,1016.8
2023-03-05 09:00:00,NetBanking,2759.16
2023-03-04 12:00:00,Card,2994.24
2023-10-08 17:00:00,NetBanking,3294.17
2023-05-18 06:00:00,UPI,1678.81
2023-07-31 21:00:00,Card,1620.44
2023-04-11 19:00:00,Card,1246.55
2023-05-07 18:00:00,UPI,2246.5
2023-07-07 09:00:00,UPI,2586.29
2023-03-03 02:00:00,UPI,1589.34
2023-05-29 09:00:00,UPI,1886.55
2023-01-26 14:00:00,NetBanking,357.03
2023-08-13 16:00:00,UPI,3207.56
2023-11-17 13:00:00,UPI,748.02
2023-05-15 07:00:00,Card,2299.82
2023-10-25 10:00:00,UPI,2190.6
2023-04-22 03:00:00,Card,2036.65
2023-11-29 12:00:00,UPI,2055.04
2023-01-06 10:00:00,Wallet,1190.58
2023-05-05 07:00:00,NetBanking,1737.55
2023-06-28 06:00:00,NetBanking,2775.16
2023-10-24 22:00:00,UPI,3012.12
2023-12-09 22:00:00,NetBanking,1663.28
2023-11-17 14:00:00,UPI,751.66
2023-10-04 16:00:00,UPI,1377.06
2023-08-16 20:00:00,UPI,3482.16
2023-02-08 08:00:00,Card,1424.68
2023-11-12 04:00:00,Card,1922.24
2023-12-28 20:00:00,Card,3132.73
2023-12-21 06:00:00,UPI,1578.48
2023-05-16 01:00:00,UPI,1867.57
2023-01-23 17:00:00,Card,2635.6
2023-07-01 02:00:00,UPI,3369.45
2023-06-08 18:00:00,Card,1483.56
2023-10-28 06:00:00,UPI,3113.68
2023-03-26 16:00:00,NetBanking,1774.78
2023-12-18 12:00:00,Card,1291.26
2023-01-12 07:00:00,UPI,2199.65
2023-05-27 07:00:00,UPI,1073.95
2023-03-15 19:00:00,Card,2377.61
2023-07-01 17:00:00,NetBanking,4519.72
2023-10-22 13:00:00,UPI,2884.48
2023-02-08 08:00:00,UPI,1916.08
2023-12-08 06:00:00,NetBanking,2841.76
2023-05-23 22:00:00,Card,1254.78
2023-07-04 19:00:00,UPI,1389.06
2023-06-06 16:00:00,Card,1938.27
2023-03-27 10:00:00,UPI,2070.22
2023-02-18 13:00:00,Card,965.36
2023-12-23 23:00:00,UPI,1754.82
2023-03-26 17:00:00,Wallet,1884.33
2023-09-27 11:00:00,Card,3233.58
2023-01-07 01:00:00,Card,965.32
2023-07-02 20:00:00,Card,891.16
2023-11-23 08:00:00,Wallet,2140.57
2023-12-26 07:00:00,NetBanking,2920.7
2023-12-07 13:00:00,Card,2441.27
2023-04-20 16:00:00,Card,2242.14
2023-07-07 06:00:00,Card,1769.11
2023-12-02 16:00:00,Card,2540.88
2023-11-09 23:00:00,UPI,2661.51
2023-03-18 04:00:00,Card,1794.15
2023-07-20 05:00:00,UPI,1241.1
2023-02-03 14:00:00,Wallet,1246.3
2023-11-08 22:00:00,UPI,2702.99
2023-12-08 18:00:00,Wallet,764.58
2023-03-19 20:00:00,Card,3341.65
2023-11-25 06:00:00,Card,1635.1
2023-08-26 02:00:00,Card,2247.63
2023-11-23 03:00:00,UPI,2561.37
2023-08-15 05:00:00,UPI,1453.05
2023-05-29 12:00:00,UPI,22815.8
2023-02-27 21:00:00,Card,2105.58
2023-10-31 02:00:00,UPI,1317.02
2023-02-04 08:00:00,NetBanking,1145.89
2023-04-05 09:00:00,UPI,1217.77
2023-02-09 00:00:00,UPI,2967.32
2023-09-24 18:00:00,UPI,2318.34
2023-06-10 05:00:00,Wallet,1365.47
2023-03-16 20:00:00,Card,2698.21
2023-12-10 13:00:00,UPI,1409.8
2023-10-28 14:00:00,Card,439.67
2023-01-31 06:00:00,UPI,2557.45
2023-04-25 00:00:00,Wallet,3316.98
2023-03-21 17:00:00,Card,2446.43
2023-11-16 01:00:00,UPI,490.13
2023-04-13 18:00:00,Card,1981.16
2023-11-01 16:00:00,UPI,1780.34
2023-12-08 10:00:00,Wallet,2302.57
2023-11-26 10:00:00,UPI,1322.18
2023-07-23 04:00:00,Card,1733.22
2023-10-31 15:00:00,UPI,863.93
2023-02-07 04:00:00,Card,2177.42
2023-07-14 19:00:00,NetBanking,893.68
2023-03-22 13:00:00,Card,2349.94
2023-02-27 12:00:00,Card,1399.56
2023-02-23 18:00:00,NetBanking,513.13
2023-03-10 08:00:00,UPI,2635.01
2023-11-09 02:00:00,UPI,2395.23
2023-02-20 18:00:00,UPI,3082.35
2023-07-29 00:00:00,Wallet,327.91
2023-10-14 17:00:00,UPI,1476.36
2023-02-09 18:00:00,Card,2105.27
2023-10-31 19:00:00,Card,2457.36
2023-02-10 14:00:00,UPI,829.69
2023-06-22 05:00:00,UPI,2345.17
2023-08-12 18:00:00,UPI,1542.58
2023-06-15 12:00:00,UPI,515.94
2023-08-09 15:00:00,UPI,1399.46
2023-12-09 20:00:00,UPI,2411.5
2023-05-06 20:00:00,NetBanking,549.36
2023-06-18 04:00:00,Wallet,2509.64
2023-07-31 04:00:00,UPI,2226.7
2023-08-07 01:00:00,UPI,1796.91
2023-01-14 05:00:00,UPI,691.84
2023-04-10 20:00:00,Card,756.04
2023-04-01 02:00:00,NetBanking,1681.21
2023-04-25 09:00:00,UPI,1100.05
2023-03-08 07:00:00,UPI,1732.99
2023-09-15 15:00:00,NetBanking,2724.95
